p_val avg_logFC pct.1 pct.2 p_val_adj cluster gene
H2AFJ 6.02745695478823e-05 0.265321073737011 0.429 0.149 1 7 H2AFJ
TOR3A 6.10931947380916e-05 0.26742320522533 0.257 0.07 1 7 TOR3A
ZFP361 6.35593948312515e-05 0.292121620045934 1 0.702 1 7 ZFP36
ATP5G1 6.4837298989889e-05 0.302947610595448 0.543 0.203 1 7 ATP5G1
PFDN2 6.63186275140642e-05 0.441402928716267 0.514 0.191 1 7 PFDN2
MRPL14 7.41885399554986e-05 0.854314691857144 0.429 0.152 1 7 MRPL14
CFL12 7.75579674305761e-05 0.318471670314025 1 0.915 1 7 CFL1
COX8A2 8.03490020165179e-05 0.426784788665581 0.829 0.381 1 7 COX8A
EIF3K1 8.3625280326402e-05 0.494362480613777 1 0.739 1 7 EIF3K
UQCRFS11 8.39749198240435e-05 0.342154511751878 0.686 0.283 1 7 UQCRFS1
GDI21 8.5433676292218e-05 0.89569013334657 0.629 0.3 1 7 GDI2
C19orf101 8.68391874528548e-05 0.304879688665083 0.543 0.214 1 7 C19orf10
LCP12 9.25405236101218e-05 0.337775972460824 0.8 0.381 1 7 LCP1
COX5B2 0.000104331431640971 0.272114177864445 0.914 0.498 1 7 COX5B
MTHFD2 0.000110248339370624 0.275273594385859 0.257 0.073 1 7 MTHFD2
MTCH1 0.000111707889838856 0.278231714945293 0.4 0.139 1 7 MTCH1
DECR11 0.000115440500502246 0.262932712439728 0.486 0.182 1 7 DECR1
GNAS1 0.000115608271079661 0.331952458378785 0.686 0.295 1 7 GNAS
MLF2 0.000118098838227931 0.259428921300801 0.4 0.138 1 7 MLF2
NOTCH2NL 0.00012347805696919 0.295461433197109 0.314 0.101 1 7 NOTCH2NL
FAM49B1 0.000123816947460253 0.30879990987613 0.657 0.298 1 7 FAM49B
RGS101 0.000129434448286293 0.379279677350401 0.829 0.411 1 7 RGS10
AURKAIP1 0.000130750190979139 0.33954013944049 0.657 0.283 1 7 AURKAIP1
SUB11 0.000132792005192741 0.293303979598051 0.686 0.296 1 7 SUB1
ATP5A1 0.000139754620054388 0.318736463860676 0.8 0.413 1 7 ATP5A1
XAF1 0.00015212608145493 0.333890201184128 0.543 0.207 1 7 XAF1
S100A62 0.000153226144501451 0.276947686189164 0.971 0.78 1 7 S100A6
SERPINB62 0.000155253179182316 0.29059509800092 0.486 0.19 1 7 SERPINB6
COPE2 0.00015709633175515 0.338973006830292 0.886 0.432 1 7 COPE
C14orf21 0.000158506248554797 0.344592630752962 0.429 0.165 1 7 C14orf2
SRSF7 0.000164657420105307 0.668207726662815 0.829 0.481 1 7 SRSF7
NPC22 0.000174873415099991 0.520786060342892 0.829 0.413 1 7 NPC2
NR4A2 0.00017629617037035 0.378766461444316 0.486 0.198 1 7 NR4A2
COMMD3 0.000176320335448303 0.896523094768864 0.371 0.124 1 7 COMMD3
NUBP1 0.00017712032878336 0.32972207269513 0.257 0.077 1 7 NUBP1
FKBP1A2 0.000180767535049182 0.296877565085762 0.886 0.46 1 7 FKBP1A
C1QBP 0.000187305174272113 0.272820369597202 0.8 0.367 1 7 C1QBP
SLC25A52 0.000197471950302756 0.649814705631484 0.857 0.505 1 7 SLC25A5
PTPLAD2 0.000199003032367327 0.279617087927067 0.286 0.09 1 7 PTPLAD2
YBX12 0.000230595904670751 0.331196369704029 1 0.815 1 7 YBX1
NENF 0.00029671337632565 0.259626307984352 0.4 0.147 1 7 NENF
BST23 0.000298210170691095 0.298822347928401 0.857 0.444 1 7 BST2
DHRS4L2 0.000301722271464649 0.720818169932834 0.343 0.118 1 7 DHRS4L2
CALM21 0.000323936652497363 0.364762882441863 0.857 0.537 1 7 CALM2
C1orf43 0.000368234334241152 0.257105084939884 0.543 0.223 1 7 C1orf43
FKBP2 0.000376563288971638 0.521565065343412 0.371 0.135 1 7 FKBP2
ANXA13 0.000394889846464865 0.682158507979599 0.914 0.589 1 7 ANXA1
TPI13 0.000399596331231757 0.312814274242231 0.857 0.504 1 7 TPI1
RPL391 0.000401258926530164 0.290299952423072 0.6 0.27 1 7 RPL39
CHCHD21 0.000414793232704018 0.293616552776852 0.971 0.71 1 7 CHCHD2
C9orf89 0.000419581345034903 0.300605355834294 0.314 0.108 1 7 C9orf89
MRPL11 0.000424618965228047 0.343014733895283 0.4 0.155 1 7 MRPL11
BLOC1S12 0.000424659121226916 0.265190515716069 0.657 0.308 1 7 BLOC1S1
SNX32 0.000462517346080592 0.342182171730637 0.857 0.461 1 7 SNX3
ACTR21 0.000468566919618481 0.339177639002894 0.457 0.189 1 7 ACTR2
CKLF2 0.000470476515539371 0.278296791513174 0.514 0.212 1 7 CKLF
CD4 0.000576280511228714 0.320538730476559 0.314 0.114 1 7 CD4
ZDHHC12 0.000632798185338004 0.32483057961382 0.314 0.113 1 7 ZDHHC12
MCL11 0.000660927095188751 0.335468461862305 0.771 0.405 1 7 MCL1
SLC25A31 0.000763662135353117 0.447718845132874 0.914 0.521 1 7 SLC25A3
UBE2L62 0.000904566274590724 0.446286213527584 0.714 0.341 1 7 UBE2L6
STARD7 0.000962468789366317 0.321050803107651 0.257 0.089 1 7 STARD7
PABPC1 0.0010615075329199 0.270599463453048 1 0.859 1 7 PABPC1
SEP151 0.00126008603503574 0.501976565101811 0.657 0.292 1 7 SEP15
TPM32 0.00134862361721626 0.334130086209138 0.857 0.47 1 7 TPM3
FOSB1 0.00139084101805948 0.353500935736315 0.829 0.483 1 7 FOSB
ACTR1A 0.00149868016036404 0.532433263954608 0.257 0.088 1 7 ACTR1A
PPIB2 0.00154414450166781 0.277447720326163 0.829 0.472 1 7 PPIB
CASP12 0.00184689550943444 0.282500446330467 0.571 0.268 1 7 CASP1
RPL23 0.00202320349331409 0.257165216039688 1 0.856 1 7 RPL23
UCP22 0.00205722362033582 0.390992109465284 0.857 0.558 1 7 UCP2
ATP5J 0.00235485762696842 0.504012399954508 0.629 0.291 1 7 ATP5J
TIMM8B1 0.00236992717454556 0.253616792062777 0.286 0.109 1 7 TIMM8B
TSPO2 0.00262232297894707 0.326141148446426 0.829 0.473 1 7 TSPO
PSMD81 0.0027286645206004 0.281313972912719 0.6 0.297 1 7 PSMD8
IFI62 0.00279057387599304 0.391115363662667 0.686 0.4 1 7 IFI6
TMED2 0.00287922856461711 0.250073749811485 0.571 0.272 1 7 TMED2
NDUFC2 0.00305389533188231 0.344595787720232 0.543 0.253 1 7 NDUFC2
CCT51 0.00306932674873486 0.472985676649243 0.429 0.183 1 7 CCT5
CCT8 0.00322839996801878 0.253523480029697 0.486 0.221 1 7 CCT8
DNAJC8 0.00535136956272692 0.815175077565071 0.457 0.216 1 7 DNAJC8
GPX41 0.00587930084955892 0.28640409491298 0.8 0.541 1 7 GPX4
NR4A1 0.00602371457698822 0.279293032126789 0.257 0.106 1 7 NR4A1
MDH1 0.00810866227787822 0.285702155909467 0.486 0.233 1 7 MDH1
CHMP51 0.00838349120962448 0.305963286968439 0.457 0.218 1 7 CHMP5
TXN1 0.0094476164229693 0.608995305882287 0.4 0.198 1 7 TXN
GP9 0 3.54611326400496 0.929 0.001 0 8 GP9
ITGA2B 0 3.14896845655478 0.857 0.001 0 8 ITGA2B
TMEM40 0 2.85890478945659 0.786 0.001 0 8 TMEM40
AP001189.4 0 2.58020999135019 0.857 0.001 0 8 AP001189.4
LY6G6F 0 2.11963987340172 0.571 0 0 8 LY6G6F
SEPT5 7.11931021428142e-278 2.39618414881281 0.643 0.001 2.33071977795145e-273 8 SEPT5
PTCRA 7.47527249737417e-250 3.32646507925554 0.786 0.003 2.44725471019035e-245 8 PTCRA
TREML1 1.8378213332309e-242 3.21721877549032 0.714 0.003 6.01665948073133e-238 8 TREML1
CLDN5 7.2433552525325e-212 2.54923813008687 0.429 0 2.37132964257409e-207 8 CLDN5
HGD 8.1895698279773e-212 1.95441915390373 0.429 0 2.68110137028321e-207 8 HGD
RP11-879F14.2 4.35958539954657e-206 1.85526128656352 0.357 0 1.42724106810356e-201 8 RP11-879F14.2
C2orf88 6.79715471138348e-202 2.33586721298355 0.5 0.001 2.22525250941272e-197 8 C2orf88
SPARC 1.2679506399499e-200 3.5070589798871 0.929 0.008 4.15101680506799e-196 8 SPARC
PF4 7.73117953869045e-200 5.01598308185561 1 0.01 2.53103355737648e-195 8 PF4
CMTM5 1.67769445979141e-188 2.6099076716346 0.571 0.002 5.49243612246511e-184 8 CMTM5
GNG11 1.55575260139945e-185 4.53717183328846 0.929 0.01 5.09322286646152e-181 8 GNG11
GP1BA 8.97429958655319e-176 2.0089368355139 0.571 0.003 2.93800619864578e-171 8 GP1BA
ITGB3 7.28103586681657e-172 1.70397756977688 0.357 0 2.38366552207841e-167 8 ITGB3
SDPR 2.82806755201203e-168 4.29936726709338 0.929 0.011 9.25852755177698e-164 8 SDPR
SCGB1C1 9.53179374951449e-165 1.73609506020536 0.429 0.001 3.12051863771605e-160 8 SCGB1C1
CLEC1B 1.23392466348983e-155 2.13095472192576 0.5 0.002 4.03962256333302e-151 8 CLEC1B
AC147651.3 1.43991939311252e-155 2.0411127359857 0.5 0.002 4.71400810917177e-151 8 AC147651.3
PVALB 2.505681995633e-132 1.44243852125005 0.286 0 8.2031017173033e-128 8 PVALB
SCN1B 2.505681995633e-132 1.1155336540908 0.286 0 8.2031017173033e-128 8 SCN1B
ARHGAP6 2.80964363587644e-132 1.28892446091273 0.286 0 9.19821133513228e-128 8 ARHGAP6
ACRBP 6.20695411442794e-130 3.23040322853809 0.714 0.008 2.03203263798142e-125 8 ACRBP
FAXDC2 3.4440211725758e-129 1.98603220471782 0.357 0.001 1.12750365147787e-124 8 FAXDC2
MYL9 2.24605935988623e-124 3.19371674502782 0.643 0.007 7.35314913239555e-120 8 MYL9
CLU 2.27584366677612e-118 4.22415646159486 0.857 0.015 7.45065699629165e-114 8 CLU
C19orf33 9.05141281828598e-115 1.97927836558378 0.357 0.002 2.96325152845046e-110 8 C19orf33
PDZK1IP1 1.77238556345354e-110 1.77798368166653 0.286 0.001 5.8024358576342e-106 8 PDZK1IP1
TUBA8 1.94981688448168e-110 1.03603720842801 0.286 0.001 6.38331051641611e-106 8 TUBA8
CTTN 2.14497171222858e-110 1.16589105915798 0.286 0.001 7.02220839149391e-106 8 CTTN
PPBP 3.68454824793109e-110 5.94024344039051 1 0.024 1.20624740540768e-105 8 PPBP
ESAM 1.6413419528643e-103 1.74425491685536 0.357 0.002 5.37342528528713e-99 8 ESAM
RP11-367G6.3 1.08141208962247e-101 2.21189835360393 0.571 0.007 3.54032689900605e-97 8 RP11-367G6.3
NRGN 4.0190215721107e-100 3.2677305673296 1 0.027 1.3157472822776e-95 8 NRGN
TUBB1 9.60437501556812e-100 4.01570962832113 0.786 0.015 3.14428029259669e-95 8 TUBB1
F13A1 5.45986672467925e-96 2.47194029250045 0.643 0.01 1.78745116832549e-91 8 F13A1
FSTL1 7.87333426450254e-95 1.65362500528854 0.286 0.001 2.57757217151284e-90 8 FSTL1
RGS18 2.38314533452762e-94 2.95757583359155 1 0.029 7.80194119617652e-90 8 RGS18
ALOX12 5.14160707206412e-94 1.62580644570024 0.357 0.002 1.68325932325235e-89 8 ALOX12
CA2 1.09592250146607e-85 3.42789992994926 0.714 0.015 3.58783108529963e-81 8 CA2
PTGS1 3.60260640553616e-83 1.91177213634316 0.571 0.009 1.17942128504443e-78 8 PTGS1
CD9 1.20495835394249e-78 3.95961531055976 0.857 0.025 3.94479265913691e-74 8 CD9
C6orf25 1.55672153310099e-78 1.73975641022935 0.429 0.005 5.09639495506601e-74 8 C6orf25
HIST1H2AC 1.07481069515915e-76 3.91497624551992 0.929 0.031 3.51871525381202e-72 8 HIST1H2AC
SNCA 1.52879240550575e-74 2.31944722147797 0.714 0.018 5.00496057714473e-70 8 SNCA
GAS2L1 4.27239663285724e-70 1.87542085856934 0.571 0.011 1.3986972096648e-65 8 GAS2L1
HIST1H2BJ 2.53397633461322e-69 2.20147213642778 0.357 0.004 8.29573172425676e-65 8 HIST1H2BJ
MMD 4.86793936813823e-62 2.87667115175811 0.643 0.018 1.59366599034109e-57 8 MMD
PCP2 2.03974223855351e-60 1.10252700225311 0.286 0.003 6.67770814057649e-56 8 PCP2
TSC22D1 8.27272399832236e-54 3.31871686311461 0.571 0.016 2.70832438257078e-49 8 TSC22D1
DMTN 5.0458821592754e-52 2.37400619582821 0.357 0.006 1.65192090130358e-47 8 DMTN
ANKRD9 1.31587089660711e-47 1.2557565236452 0.286 0.004 4.30789814131237e-43 8 ANKRD9
ABCC3 1.08761865619123e-41 1.08154281104865 0.286 0.005 3.56064595663886e-37 8 ABCC3
RUFY1 1.57469384792531e-40 2.8740832486496 0.857 0.056 5.15523271933789e-36 8 RUFY1
PGRMC1 2.37465075928242e-40 2.76100876011339 0.714 0.037 7.7741316557388e-36 8 PGRMC1
TPM1 4.49255336079843e-37 2.64402316116809 0.571 0.025 1.47077211925819e-32 8 TPM1
MAP3K7CL 3.18904872097517e-35 2.18357263110733 0.429 0.014 1.04403077027285e-30 8 MAP3K7CL
SENCR 1.24524747906656e-32 1.47996258486042 0.357 0.01 4.07669119696809e-28 8 SENCR
MPP11 4.69672758634521e-31 2.82666421208809 0.786 0.062 1.5376146772177e-26 8 MPP1
NGFRAP1 9.4744792989619e-28 2.84080423960158 0.857 0.087 3.10175503289415e-23 8 NGFRAP1
TPTEP1 9.31812449301512e-27 1.52858891741601 0.357 0.013 3.05056759652329e-22 8 TPTEP1
PDLIM11 3.19008678914459e-26 2.2631972355191 0.714 0.059 1.04437061303016e-21 8 PDLIM1
NEXN 5.35375502700053e-26 1.20056208571471 0.286 0.008 1.75271232073943e-21 8 NEXN
MLH3 1.6079338281356e-25 1.62253064775079 0.429 0.02 5.26405376655033e-21 8 MLH3
TPM41 3.5001489987819e-24 3.01583313765527 0.929 0.126 1.14587877922122e-19 8 TPM4
ACTN1 8.60260677257369e-23 2.19282240317166 0.714 0.071 2.81632140520517e-18 8 ACTN1
SCFD2 1.53201163043119e-22 1.30066781130423 0.286 0.01 5.01549967570564e-18 8 SCFD2
ILK 2.39137766930067e-22 2.61338774718195 0.857 0.109 7.82889221375654e-18 8 ILK
FAM63A 5.50067453958253e-21 1.23477306261956 0.286 0.011 1.80081083076853e-16 8 FAM63A
SNN 1.37875607780275e-19 2.56253920656358 0.643 0.064 4.51377164751063e-15 8 SNN
PARVB 1.41094148818322e-19 2.58269575666159 0.571 0.05 4.61914024401424e-15 8 PARVB
GRAP2 1.66419255092247e-19 2.85684163831967 0.786 0.107 5.44823357320999e-15 8 GRAP2
TMEM91 8.39134400703505e-19 1.75610433021815 0.429 0.028 2.74715820102314e-14 8 TMEM91
MARCH2 9.03965915166474e-19 2.28287432320929 0.571 0.053 2.959403613072e-14 8 MARCH2
HIST1H2BD 9.24830469977345e-19 1.18488719845346 0.286 0.012 3.02770999261183e-14 8 HIST1H2BD
FAH 8.38505961074974e-18 1.32597369992067 0.286 0.013 2.74510081536725e-13 8 FAH
PLA2G12A 9.59315221043156e-18 1.95347363238367 0.5 0.043 3.14060617065108e-13 8 PLA2G12A
PNMA1 1.18258112039717e-17 1.76533160717178 0.429 0.03 3.87153407195626e-13 8 PNMA1
ODC1 6.47234160725823e-17 2.53668507286747 0.714 0.098 2.1189151953842e-12 8 ODC1
P2RX1 2.39677619565658e-16 1.39912712862606 0.357 0.022 7.84656590934051e-12 8 P2RX1
GSN1 8.32421634855405e-16 1.97895986442375 0.5 0.048 2.72518194818962e-11 8 GSN
NCOA4 4.62057798014621e-15 3.22231301152796 0.786 0.141 1.51268481914027e-10 8 NCOA4
DAAM1 5.40619607292802e-15 0.966820462302342 0.286 0.016 1.76988047035517e-10 8 DAAM1
CTSA 6.4060382602083e-15 2.59616286725962 0.786 0.148 2.09720880562699e-10 8 CTSA
FERMT31 8.04204799106595e-15 2.6941758329807 0.857 0.18 2.63280567131517e-10 8 FERMT3
H1F0 1.67121073859593e-14 1.00967070841856 0.357 0.025 5.47120971601535e-10 8 H1F0
TUBA1C 2.04676814557355e-14 1.75992772448538 0.5 0.053 6.70070955497869e-10 8 TUBA1C
KIAA0513 2.78070240340209e-14 1.2454292250441 0.286 0.017 9.10346352825776e-10 8 KIAA0513
MGLL 7.75712436695457e-14 1.00333156383816 0.286 0.017 2.53952737525359e-09 8 MGLL
CALM31 9.29032101485323e-14 2.2874701977752 1 0.36 3.04146529384265e-09 8 CALM3
UBL4A 1.06180514779139e-13 1.54314084889515 0.5 0.055 3.47613769283944e-09 8 UBL4A
CAPN1 1.48424817957595e-13 1.8587976164659 0.714 0.122 4.85913169029574e-09 8 CAPN1
HIST1H2BK 1.80320641617029e-13 2.39379353438234 0.571 0.076 5.90333716525829e-09 8 HIST1H2BK
CHMP6 2.18196377067754e-13 1.50066889576313 0.5 0.055 7.14331299244413e-09 8 CHMP6
MFSD11 3.97432795928484e-13 2.19229573185924 0.5 0.059 1.30111548731067e-08 8 MFSD1
CDKN2D1 4.37292562182926e-13 2.46147963353703 0.857 0.218 1.43160839007446e-08 8 CDKN2D
GMPR 5.3760542321062e-13 1.71915204429073 0.286 0.019 1.76001263450693e-08 8 GMPR
CD151 7.00536645898979e-13 1.7660315615416 0.429 0.043 2.29341687134408e-08 8 CD151
GPX12 7.03880987382862e-13 3.21888123255568 1 0.42 2.30436557649401e-08 8 GPX1
FHL1 1.04727014612194e-12 1.88964764823724 0.357 0.03 3.428553004374e-08 8 FHL1
RGS102 1.58685349306701e-12 2.52993921563308 1 0.413 5.19504096560277e-08 8 RGS10
RNF11 2.76230424781568e-12 1.93449682391613 0.5 0.062 9.04323164649898e-08 8 RNF11
CCL52 3.28524530558929e-12 1.97739666561582 1 0.313 1.07552360814382e-07 8 CCL5
ABHD16A 4.15114945354417e-12 1.15604493648226 0.286 0.02 1.35900330810129e-07 8 ABHD16A
HIST2H2BE 5.76083906775591e-12 1.36685358768169 0.357 0.032 1.88598349400193e-07 8 HIST2H2BE
CD27-AS1 1.10888124803218e-11 1.07691100109198 0.286 0.021 3.63025542980776e-07 8 CD27-AS1
SWI5 2.12242256908128e-11 1.49075974587841 0.429 0.048 6.9483870066583e-07 8 SWI5
RSU1 3.42241309904839e-11 1.79453907567116 0.643 0.116 1.12042960036646e-06 8 RSU1
MCUR1 4.20492267389059e-11 1.78109341808466 0.429 0.049 1.3766075849783e-06 8 MCUR1
SLC40A1 7.20416397538655e-11 1.9160019094465 0.357 0.036 2.35849920226205e-06 8 SLC40A1
TAGLN21 7.54544969158885e-11 2.43082149258547 1 0.51 2.47022932003236e-06 8 TAGLN2
LEPROT 1.01581835518979e-10 1.58741468039845 0.5 0.073 3.32558613122032e-06 8 LEPROT
PRDX6 5.66552496147589e-10 2.15339882975559 0.857 0.284 1.85477956188798e-05 8 PRDX6
TUBA4A2 6.21124644323992e-10 2.66723838656217 0.786 0.248 2.03343786058788e-05 8 TUBA4A
TPST22 8.08822794876725e-10 1.77550611761472 0.643 0.141 2.64792406586742e-05 8 TPST2
MYL64 1.06399368002818e-09 1.54590120146442 1 0.852 3.48330250967625e-05 8 MYL6
MPST1 1.08248927858642e-09 1.51855613751273 0.429 0.058 3.54385340023622e-05 8 MPST
XPNPEP1 1.79310136265007e-09 1.87105942110719 0.357 0.041 5.87025524104379e-05 8 XPNPEP1
OAZ12 1.83963762419165e-09 1.76020538915538 1 0.912 6.02260565407863e-05 8 OAZ1
H2AFJ1 1.96885600496849e-09 1.90099729372438 0.643 0.15 6.44564078906585e-05 8 H2AFJ
LIMS11 2.26191065068983e-09 2.19796938999913 0.643 0.153 7.40504308822837e-05 8 LIMS1
YWHAH2 2.92511219962572e-09 2.08877824123433 0.714 0.195 9.57623231913467e-05 8 YWHAH
MAX 4.54667273593863e-09 2.12515506290544 0.643 0.152 0.000148848972029159 8 MAX
SH3BGRL34 6.07988211673513e-09 1.7257952057633 1 0.858 0.000199043180737675 8 SH3BGRL3
PACSIN2 8.17051096395167e-09 1.17030873546967 0.357 0.044 0.00026748618793785 8 PACSIN2
TMEM140 1.1132666230129e-08 1.53223242638901 0.286 0.029 0.000364461227041964 8 TMEM140
H3F3A2 1.24237788523381e-08 2.02143119656468 0.857 0.383 0.000406729672067844 8 H3F3A
NT5C3A 1.38343121452457e-08 1.59182094503335 0.5 0.092 0.000452907711011054 8 NT5C3A
ATP2A3 1.41146626013271e-08 1.38924572976711 0.429 0.063 0.000462085824242247 8 ATP2A3
GLA 1.42695508764258e-08 1.14690888357603 0.286 0.029 0.000467156556592429 8 GLA
ITM2B 1.4909137162229e-08 1.43195435865412 1 0.792 0.000488095332417054 8 ITM2B
ACTB4 1.56451205714835e-08 1.67907455400617 1 0.993 0.000512189957269227 8 ACTB
RAB11A 1.63339439466344e-08 1.84385551721356 0.571 0.12 0.000534740656924916 8 RAB11A
ARPC52 2.52551430342211e-08 1.56378113391559 0.929 0.526 0.000826802872654329 8 ARPC5
CYB5R1 2.57423102491635e-08 1.61512061483166 0.357 0.048 0.000842751752937115 8 CYB5R1
HIST1H1C 2.76431612023743e-08 1.40409972089294 0.429 0.067 0.000904981811443331 8 HIST1H1C
ARPC1B3 3.75320688722552e-08 1.81402099202807 1 0.747 0.00122872487073989 8 ARPC1B
AGPAT1 5.77974939026035e-08 0.993470592992498 0.286 0.031 0.00189217435538344 8 AGPAT1
DNAJB61 7.55424369108752e-08 2.05799602570369 0.643 0.182 0.00247310829958823 8 DNAJB6
ASAH12 9.43781836739455e-08 1.6526217169273 0.714 0.244 0.00308975297711763 8 ASAH1
MYL12A3 1.09252789303006e-07 1.52703246243847 1 0.873 0.00357671781620181 8 MYL12A
RDH11 2.1326390106959e-07 1.34882624973978 0.429 0.074 0.00698183359321624 8 RDH11
LAMTOR12 2.97166176823036e-07 2.08004602967686 0.786 0.342 0.00972862629683256 8 LAMTOR1
SAT12 3.4701779626811e-07 1.51107789996223 0.929 0.589 0.0113606686142254 8 SAT1
GNB5 3.63864794440056e-07 1.01036784612295 0.286 0.034 0.0119122056403785 8 GNB5
OST4 5.34585494869381e-07 1.57566974749857 0.857 0.565 0.0175012599310338 8 OST4
FKBP1A3 6.02643530035282e-07 1.58949433889429 0.857 0.464 0.0197293438862951 8 FKBP1A
TIMP12 7.86877571687537e-07 1.45619189147247 0.786 0.327 0.0257607979419066 8 TIMP1
DYNLL11 8.13474155137213e-07 1.82382780165653 0.786 0.338 0.0266315168908821 8 DYNLL1
PYGL 1.05704153549039e-06 1.17837474417022 0.286 0.038 0.0346054257888843 8 PYGL
RBBP6 1.15930506950447e-06 1.64102570441977 0.5 0.123 0.0379533293654374 8 RBBP6
RIOK3 1.24106962991088e-06 1.29693108061979 0.357 0.06 0.0406301375440224 8 RIOK3
NENF1 1.29784073750253e-06 1.3988798059787 0.571 0.148 0.0424887100643579 8 NENF
PKM1 1.31201742788603e-06 1.74099160574556 0.857 0.423 0.042952826554133 8 PKM
TMSB4X2 1.6310021077349e-06 1.22336707106909 1 1 0.0533957470030253 8 TMSB4X
APP 1.65800353884334e-06 1.59375502598263 0.286 0.04 0.0542797198546531 8 APP
TLN1 2.01349126332514e-06 1.36979194345948 0.5 0.125 0.0659176769787383 8 TLN1
LMNA1 2.55936108002546e-06 1.11950549128226 0.357 0.062 0.0837883630378734 8 LMNA
DAP 2.5681893129867e-06 1.04666046925765 0.357 0.061 0.0840773817285585 8 DAP
PYCR2 2.73631968415046e-06 1.35357719432258 0.429 0.091 0.0895816338197177 8 PYCR2
UBAC2 4.40734683896013e-06 1.2948577898606 0.5 0.132 0.144287720813877 8 UBAC2
RABGAP1L1 5.03438801238555e-06 1.47968775979736 0.429 0.094 0.164815794749478 8 RABGAP1L
MTPN1 5.4046534912908e-06 1.27281353927085 0.5 0.129 0.176937545997878 8 MTPN
PTPN182 5.89601562942824e-06 1.47722717512411 0.5 0.14 0.193023759676222 8 PTPN18
NAP1L11 6.56322083603146e-06 1.55210616219214 0.857 0.577 0.214866723729998 8 NAP1L1
WDR12 6.88777301359805e-06 1.65716461412805 0.643 0.261 0.225491912919173 8 WDR1
RAP1B3 7.013381635853e-06 2.18188372571737 0.714 0.362 0.229604087994555 8 RAP1B
SRGN4 9.87224443677955e-06 2.07722906399312 0.929 0.597 0.323197538371289 8 SRGN
ABTB1 1.05806949504494e-05 1.44522451627661 0.429 0.097 0.346390791287813 8 ABTB1
TAX1BP3 1.13549617310035e-05 1.4434835385339 0.357 0.069 0.371738737149592 8 TAX1BP3
AP1B1 1.23786394784487e-05 0.838450896126335 0.286 0.044 0.405251899245455 8 AP1B1
TALDO11 1.26132433962491e-05 2.71227210212705 0.714 0.369 0.412932362306403 8 TALDO1
USF2 2.04574162766167e-05 1.47965548255042 0.429 0.102 0.669734894063878 8 USF2
TGFB13 2.22929887124509e-05 1.26101730786117 0.571 0.198 0.729827864468219 8 TGFB1
RAB101 2.52080580685818e-05 1.30287417390535 0.5 0.149 0.825261405049231 8 RAB10
PPDPF1 2.69673652471149e-05 0.97505983574555 0.929 0.809 0.882857603460048 8 PPDPF
SERF23 4.3032118222659e-05 1.00621803405884 0.929 0.856 1 8 SERF2
GPX42 4.34906455148239e-05 1.06538854768537 0.786 0.543 1 8 GPX4
MTFR1L 5.12270250372599e-05 0.942408290853368 0.286 0.05 1 8 MTFR1L
NDUFAF3 6.26300326023976e-05 1.61960741982039 0.571 0.218 1 8 NDUFAF3
C9orf161 6.64370562309487e-05 1.60686935544823 0.714 0.362 1 8 C9orf16
HMGB11 8.07505401586753e-05 0.965079351296096 0.857 0.632 1 8 HMGB1
ARF1 0.0001037427841361 1.40458767268333 0.714 0.454 1 8 ARF1
TACC3 0.000113742256976678 0.947516997436275 0.286 0.054 1 8 TACC3
DBNL1 0.000114787103044925 1.34097243827341 0.571 0.24 1 8 DBNL
ADIPOR1 0.000114952204504156 1.5150023896963 0.429 0.13 1 8 ADIPOR1
FLNA3 0.000117668215798354 1.45178123120709 0.571 0.211 1 8 FLNA
STX112 0.000141825747372166 1.38105830084912 0.429 0.132 1 8 STX11
